Seed,Spawn_Strategy,Initial_Drones_XY,Goal_X,Goal_Y,Optimal_Tick,Used_Tick,Map_Coverage_%,Spawn_Fail_Count,Backtrack_Count,Total_Spawned,Success
373565,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",20,18,2,3,8.79,2,0,35,True
373565,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",20,18,14,15,37.4,95,50,32,True
599850,1,"[(15, 15)]",20,1,163,164,73.34,0,0,70,True
599850,2,"[(7, 15), (23, 15)]",20,1,111,112,79.79,0,0,79,True
599850,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",20,1,77,78,81.64,0,0,94,True
599850,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",20,1,41,42,70.41,0,0,101,True
599850,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",20,1,3,4,11.33,7,0,33,True
599850,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",20,1,19,20,46.39,95,70,32,True
277763,1,"[(15, 15)]",18,29,237,238,66.5,0,0,68,True
277763,2,"[(7, 15), (23, 15)]",18,29,73,74,49.61,0,0,58,True
277763,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",18,29,15,16,17.68,0,0,30,True
277763,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",18,29,23,24,45.12,0,0,67,True
277763,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",18,29,25,32,70.02,55,79,74,True
277763,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",18,29,5,40,70.7,158,159,32,True
764021,1,"[(15, 15)]",29,28,163,164,56.15,0,0,60,True
764021,2,"[(7, 15), (23, 15)]",29,28,37,38,24.9,0,0,30,True
764021,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",29,28,23,24,27.54,0,0,33,True
764021,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",29,28,15,16,33.98,1,0,52,True
764021,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",29,28,25,36,76.76,86,129,57,True
764021,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",29,28,9,10,27.54,71,32,32,True
628323,1,"[(15, 15)]",29,3,72,73,27.34,0,0,34,True
628323,2,"[(7, 15), (23, 15)]",29,3,28,29,17.29,0,0,22,True
628323,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",29,3,28,29,30.86,0,0,46,True
628323,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",29,3,48,49,74.02,9,19,132,True
628323,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",29,3,16,19,48.73,52,40,46,True
628323,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",3,17,8,29,58.4,137,121,32,True
552833,1,"[(15, 15)]",26,5,113,114,34.96,0,0,33,True
552833,2,"[(7, 15), (23, 15)]",26,5,77,78,43.75,0,0,45,True
552833,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",26,5,65,66,62.01,0,0,82,True
552833,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",26,5,63,64,89.16,0,0,155,True
552833,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",26,5,35,42,75.2,104,120,51,True
552833,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",26,5,35,42,65.33,159,164,32,True
660513,1,"[(15, 15)]",26,19,49,50,17.97,0,0,27,True
660513,2,"[(7, 15), (23, 15)]",26,19,29,30,20.31,0,0,28,True
660513,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",26,19,37,38,48.54,0,0,63,True
660513,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",26,19,23,24,48.24,2,11,77,True
660513,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",26,19,3,4,13.09,9,2,33,True
660513,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",26,19,1,2,8.5,36,3,32,True
369732,1,"[(15, 15)]",13,31,332,333,90.62,0,0,81,True
369732,2,"[(7, 15), (23, 15)]",13,31,74,75,39.75,0,0,44,True
369732,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",13,31,96,97,87.99,0,0,85,True
369732,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",13,31,92,93,96.97,8,7,192,True
369732,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",13,31,20,33,70.21,83,65,41,True
369732,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",13,31,8,21,49.71,95,59,32,True
670486,1,"[(15, 15)]",23,4,29,30,8.3,0,0,10,True
670486,2,"[(7, 15), (23, 15)]",23,4,83,84,56.54,0,0,70,True
670486,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",23,4,7,8,7.13,0,0,17,True
670486,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",23,4,37,38,67.58,4,3,102,True
670486,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",23,4,15,26,65.23,60,67,48,True
670486,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",23,4,7,12,32.71,73,38,32,True
973361,1,"[(15, 15)]",23,30,85,86,30.86,0,0,34,True
973361,2,"[(7, 15), (23, 15)]",23,30,83,84,60.35,0,0,69,True
973361,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",23,30,37,38,39.55,0,0,48,True
973361,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",23,30,43,44,74.8,4,2,103,True
973361,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",23,30,21,22,52.54,51,33,47,True
973361,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",23,30,7,46,72.46,180,190,32,True
250922,1,"[(15, 15)]",30,2,308,309,86.62,0,0,92,True
250922,2,"[(7, 15), (23, 15)]",30,2,58,59,44.24,0,0,52,True
250922,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",30,2,70,71,79.3,0,0,112,True
250922,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",30,2,62,63,92.97,11,10,158,True
250922,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",30,2,12,13,36.62,31,20,46,True
250922,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",30,2,16,25,58.01,111,93,32,True
431462,1,"[(15, 15)]",8,4,190,191,84.67,0,0,88,True
431462,2,"[(7, 15), (23, 15)]",8,4,74,75,46.29,0,0,45,True
431462,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",8,4,42,43,46.29,0,0,54,True
431462,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",8,4,48,49,83.3,3,2,134,True
431462,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",8,4,12,15,43.07,30,26,43,True
431462,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",8,4,6,31,59.28,132,99,32,True
976785,1,"[(15, 15)]",12,12,6,7,1.95,0,0,6,True
976785,2,"[(7, 15), (23, 15)]",12,12,36,37,25.1,0,0,28,True
976785,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",12,12,58,59,52.54,0,0,82,True
976785,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",12,12,22,23,37.4,0,0,76,True
976785,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",12,12,2,3,9.77,8,1,35,True
976785,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",12,12,4,5,15.92,50,8,32,True
776077,1,"[(15, 15)]",4,8,270,271,83.5,0,0,94,True
776077,2,"[(7, 15), (23, 15)]",4,8,34,35,22.46,0,0,20,True
776077,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",4,8,42,43,42.29,0,0,51,True
776077,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",4,8,6,7,10.55,0,0,25,True
776077,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",4,8,8,9,25.59,31,10,36,True
776077,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",4,8,10,31,56.15,125,134,32,True
921041,1,"[(15, 15)]",24,4,188,189,57.91,0,0,55,True
921041,2,"[(7, 15), (23, 15)]",24,4,40,41,25.2,0,0,32,True
921041,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",24,4,10,11,10.55,0,0,16,True
921041,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",24,4,8,9,15.23,0,0,28,True
921041,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",24,4,24,25,58.11,61,103,40,True
921041,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",24,4,26,51,72.17,210,214,32,True
832671,1,"[(15, 15)]",5,23,164,165,46.48,0,0,38,True
832671,2,"[(7, 15), (23, 15)]",5,23,144,145,47.46,0,0,58,True
832671,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",5,23,6,7,6.35,0,0,15,True
832671,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",5,23,2,3,4.69,0,0,21,True
832671,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",5,23,32,33,70.21,51,48,79,True
832671,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",5,23,12,15,38.18,82,23,32,True
188907,1,"[(15, 15)]",18,31,75,76,24.71,0,0,28,True
188907,2,"[(7, 15), (23, 15)]",18,31,111,112,70.31,0,0,87,True
188907,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",18,31,79,80,76.86,0,0,95,True
188907,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",18,31,43,44,80.86,0,0,127,True
188907,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",18,31,11,12,33.3,22,13,47,True
188907,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",18,31,7,32,63.96,144,134,32,True
748041,1,"[(15, 15)]",2,18,308,309,82.32,0,0,84,True
748041,2,"[(7, 15), (23, 15)]",2,18,30,31,14.06,0,0,13,True
748041,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",2,18,44,45,45.8,0,0,78,True
748041,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",2,18,26,27,52.25,0,0,76,True
748041,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",2,18,8,9,26.66,21,13,37,True
748041,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",2,18,4,11,28.52,70,28,32,True
249246,1,"[(15, 15)]",2,13,69,70,16.99,0,0,12,True
249246,2,"[(7, 15), (23, 15)]",2,13,83,84,41.41,0,0,43,True
249246,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",2,13,81,82,73.93,0,0,110,True
249246,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",2,13,51,52,74.32,1,2,126,True
249246,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",2,13,19,20,51.46,44,30,45,True
249246,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",2,13,23,38,66.7,124,192,32,True
859103,1,"[(15, 15)]",28,27,73,74,19.53,0,0,18,True
859103,2,"[(7, 15), (23, 15)]",28,27,97,98,55.27,0,0,54,True
859103,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",28,27,37,38,46.19,0,0,62,True
859103,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",28,27,23,24,43.36,0,0,72,True
859103,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",28,27,1,2,6.15,4,0,33,True
859103,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",28,27,1,2,9.18,37,1,32,True
596769,1,"[(15, 15)]",24,4,316,317,82.81,0,0,102,True
596769,2,"[(7, 15), (23, 15)]",24,4,64,65,44.73,0,0,55,True
596769,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",24,4,66,67,71.39,0,0,121,True
596769,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",24,4,30,31,61.33,0,0,105,True
596769,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",24,4,18,29,63.28,67,75,52,True
596769,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",24,4,6,39,65.23,169,179,32,True
483883,1,"[(15, 15)]",9,22,189,190,60.64,0,0,70,True
483883,2,"[(7, 15), (23, 15)]",9,22,177,178,86.23,0,0,106,True
483883,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",9,22,3,4,3.22,0,0,11,True
483883,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",9,22,11,12,20.9,0,0,41,True
483883,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",9,22,11,12,35.16,37,18,37,True
483883,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",9,22,9,10,29.1,67,26,32,True
524593,1,"[(15, 15)]",11,15,154,155,68.16,0,0,76,True
524593,2,"[(7, 15), (23, 15)]",11,15,12,13,8.11,0,0,17,True
524593,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",11,15,22,23,22.85,0,0,32,True
524593,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",11,15,36,37,72.85,7,19,101,True
524593,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",11,15,6,7,20.31,19,4,38,True
524593,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",11,15,20,29,58.4,138,92,32,True
479280,1,"[(15, 15)]",31,24,353,354,76.17,0,0,84,True
479280,2,"[(7, 15), (23, 15)]",31,24,201,202,76.17,0,0,135,True
479280,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",31,24,47,48,53.03,0,0,65,True
479280,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",31,24,27,28,59.96,0,0,91,True
479280,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",31,24,31,34,71.88,96,100,50,True
479280,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",31,24,11,40,68.07,148,144,32,True
297935,1,"[(15, 15)]",26,31,119,120,39.65,0,0,40,True
297935,2,"[(7, 15), (23, 15)]",26,31,93,94,60.84,0,0,69,True
297935,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",26,31,69,70,68.55,0,0,125,True
297935,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",26,31,27,28,61.23,2,1,72,True
297935,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",26,31,11,12,34.77,25,27,38,True
297935,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",26,31,15,28,58.59,118,137,32,True
422178,1,"[(15, 15)]",20,29,181,182,69.34,0,0,71,True
422178,2,"[(7, 15), (23, 15)]",20,29,147,148,62.5,0,0,105,True
422178,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",20,29,73,74,76.27,0,0,81,True
422178,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",20,29,77,78,86.43,2,20,183,True
